value,replacement,year,replacement_new,complete,equivalent_var
qa1a,registeredAndEligible,2014,reg_registeredVoters_total,1,
qa2,,2012,reg_activeOnly,1,
qa2,,2010,reg_activeOnly,1,
qa2,,2014,reg_activeOnly,1,
qa2_comment,,2012,reg_activeOnly_c,1,
qa2_comment,,2010,reg_activeOnly_c,1,
qa2_comment,,2014,reg_activeOnly_c,1,
qa2c_other,,2012,reg_activeOnly_o,1,
qa2c_other,,2010,reg_activeOnly_o,1,
qa2c_other,,2014,reg_activeOnly_o,1,
qa3_comment,,2012,reg_activeInactiveReg_c,1,
qa3_comment,,2010,reg_activeInactiveReg_c,1,
qa3_comment,,2014,reg_activeInactiveReg_c,1,
qa3a,totalActive,2012,reg_activeReg,1,
qa3a,totalActive,2010,reg_activeReg,1,
qa3a,totalActive,2014,reg_activeReg,1,
qa3b,totalInactive,2012,reg_inactiveReg,1,
qa3b,totalInactive,2010,reg_inactiveReg,1,
qa3b,totalInactive,2014,reg_inactiveReg,1,
qa4_comment,,2012,reg_sameDayRegistrationAppStatus_c,1,
qa4_comment,,2010,reg_sameDayRegistrationAppStatus_c,1,
qa4_comment,,2014,reg_sameDayRegistrationAppStatus_c,1,
qa4a,,2012,reg_sameDayRegistration_total,1,
qa4a,,2010,reg_sameDayRegistration_total,1,
qa4a,,2014,reg_sameDayRegistration_total,1,
qa4b,,2012,reg_allowSameDay,1,
qa4b,,2010,reg_allowSameDay,1,
qa4b,,2014,reg_allowSameDay,1,
qa4b_other,,2012,reg_allowSame_o,1,
qa4b_other,,2010,reg_allowSame_o,1,
qa4b_other,,2014,reg_allowSame_o,1,
qa5_comment,,2012,reg_newRegistrationAppStatus_c,1,
qa5_comment,,2010,reg_newRegistrationAppStatus_c,1,
qa5_comment,,2014,reg_newRegistrationAppStatus_c,1,
qa5a,totalForm,2012,reg_newRegistrationAppStatus_total,1,
qa5a,totalForm,2010,reg_newRegistrationAppStatus_total,1,
qa5a,totalForm,2014,reg_newRegistrationAppStatus_total,1,
qa5b,form_validReg,2012,reg_newRegistrationAppStatus_validReg,1,
qa5b,form_validReg,2010,reg_newRegistrationAppStatus_validReg,1,
qa5b,form_validReg,2014,reg_newRegistrationAppStatus_validReg,1,
qa5c,form_PreReg,2012,reg_newRegistrationAppStatus_PreReg,1,
qa5c,form_PreReg,2010,reg_newRegistrationAppStatus_PreReg,1,
qa5c,form_PreReg,2014,reg_newRegistrationAppStatus_PreReg,1,
qa5d,form_duplicateRegistration,2012,reg_newRegistrationAppStatus_duplicateRegistration,1,
qa5d,form_duplicateRegistration,2010,reg_newRegistrationAppStatus_duplicateRegistration,1,
qa5d,form_duplicateRegistration,2014,reg_newRegistrationAppStatus_duplicateRegistration,1,
qa5e,form_rejected,2012,reg_newRegistrationAppStatus_rejected,1,
qa5e,form_rejected,2010,reg_newRegistrationAppStatus_rejected,1,
qa5e,form_rejected,2014,reg_newRegistrationAppStatus_rejected,1,
qa5f,form_changeRegWithinJurisdiction,2012,reg_newRegistrationAppStatus_changeRegWithinJurisdiction,1,
qa5f,form_changeRegWithinJurisdiction,2010,reg_newRegistrationAppStatus_changeRegWithinJurisdiction,1,
qa5f,form_changeRegWithinJurisdiction,2014,reg_newRegistrationAppStatus_changeRegWithinJurisdiction,1,
qa5g,form_changeRegMoved,2012,reg_newRegistrationAppStatus_changeRegMoved,1,
qa5g,form_changeRegMoved,2010,reg_newRegistrationAppStatus_changeRegMoved,1,
qa5g,form_changeRegMoved,2014,reg_newRegistrationAppStatus_changeRegMoved,1,
qa5h,form_other1,2012,reg_newRegistrationAppStatus_other1,1,
qa5h,form_other1,2010,reg_newRegistrationAppStatus_other1,1,
qa5h,form_other1,2014,reg_newRegistrationAppStatus_other1,1,
qa5h_other,,2012,reg_newRegistrationAppStatus_other1_o,1,
qa5h_other,,2010,reg_newRegistrationAppStatus_other1_o,1,
qa5h_other,,2014,reg_newRegistrationAppStatus_other1_o,1,
qa5i,form_other2,2012,reg_newRegistrationAppStatus_other2,1,
qa5i,form_other2,2010,reg_newRegistrationAppStatus_other2,1,
qa5i,form_other2,2014,reg_newRegistrationAppStatus_other2,1,
qa5i_other,,2012,reg_newRegistrationAppStatus_other2_o,1,
qa5i_other,,2010,reg_newRegistrationAppStatus_other2_o,1,
qa5i_other,,2014,reg_newRegistrationAppStatus_other2_o,1,
qa5j,form_other3,2012,reg_newRegistrationAppStatus_other3,1,
qa5j,form_other3,2010,reg_newRegistrationAppStatus_other3,1,
qa5j,form_other3,2014,reg_newRegistrationAppStatus_other3,1,
qa5j_other,,2012,reg_newRegistrationAppStatus_other3_o,1,
qa5j_other,,2010,reg_newRegistrationAppStatus_other3_o,1,
qa5j_other,,2014,reg_newRegistrationAppStatus_other3_o,1,
qa5k,form_other4,2012,reg_newRegistrationAppStatus_other4,1,
qa5k,form_other4,2010,reg_newRegistrationAppStatus_other4,1,
qa5k,form_other4,2014,reg_newRegistrationAppStatus_other4,1,
qa5k_other,,2012,reg_newRegistrationAppStatus_other4_o,1,
qa5k_other,,2010,reg_newRegistrationAppStatus_other4_o,1,
qa5k_other,,2014,reg_newRegistrationAppStatus_other4_o,1,
qa5l,form_other5,2012,reg_newRegistrationAppStatus_other5,1,
qa5l,form_other5,2010,reg_newRegistrationAppStatus_other5,1,
qa5l,form_other5,2014,reg_newRegistrationAppStatus_other5,1,
qa5l_other,,2012,reg_newRegistrationAppStatus_other5_o,1,
qa5l_other,,2010,reg_newRegistrationAppStatus_other5_o,1,
qa5l_other,,2014,reg_newRegistrationAppStatus_other5_o,1,
qa6_comment,,2012,reg_newRegistrationAppSource_c,1,
qa6_comment,,2010,reg_newRegistrationAppSource_c,1,
qa6_comment,,2014,reg_newRegistrationAppSource_c,1,
qa6a,sourceForm_mailFaxEmail,2012,reg_newRegistrationAppSource_mailFaxEmail,1,
qa6a,sourceForm_mailFaxEmail,2010,reg_newRegistrationAppSource_mailFaxEmail,1,
qa6a,sourceForm_mailFaxEmail,2014,reg_newRegistrationAppSource_mailFaxEmail,1,
qa6b,sourceForm_inPerson,2012,reg_newRegistrationAppSource_inPerson,1,
qa6b,sourceForm_inPerson,2010,reg_newRegistrationAppSource_inPerson,1,
qa6b,sourceForm_inPerson,2014,reg_newRegistrationAppSource_inPerson,1,
qa6c,sourceForm_internet,2012,reg_newRegistrationAppSource_internet,1,
qa6c,sourceForm_internet,2010,reg_newRegistrationAppSource_internet,1,
qa6c,sourceForm_internet,2014,reg_newRegistrationAppSource_internet,1,
qa6d,sourceForm_DMV,2012,reg_newRegistrationAppSource_DMV,1,
qa6d,sourceForm_DMV,2010,reg_newRegistrationAppSource_DMV,1,
qa6d,sourceForm_DMV,2014,reg_newRegistrationAppSource_DMV,1,
qa6e,sourceForm_publicAssist,2012,reg_newRegistrationAppSource_publicAssist,1,
qa6e,sourceForm_publicAssist,2010,reg_newRegistrationAppSource_publicAssist,1,
qa6e,sourceForm_publicAssist,2014,reg_newRegistrationAppSource_publicAssist,1,
qa6f,sourceForm_disability,2012,reg_newRegistrationAppSource_disability,1,
qa6f,sourceForm_disability,2010,reg_newRegistrationAppSource_disability,1,
qa6f,sourceForm_disability,2014,reg_newRegistrationAppSource_disability,1,
qa6g,sourceForm_armedForcesRecruitment,2012,reg_newRegistrationAppSource_armedForcesRecruitment,1,
qa6g,sourceForm_armedForcesRecruitment,2010,reg_newRegistrationAppSource_armedForcesRecruitment,1,
qa6g,sourceForm_armedForcesRecruitment,2014,reg_newRegistrationAppSource_armedForcesRecruitment,1,
qa6h,sourceForm_stateAgencies,2012,reg_newRegistrationAppSource_stateAgencies,1,
qa6h,sourceForm_stateAgencies,2010,reg_newRegistrationAppSource_stateAgencies,1,
qa6h,sourceForm_stateAgencies,2014,reg_newRegistrationAppSource_stateAgencies,1,
qa6i,sourceForm_advocacy,2012,reg_newRegistrationAppSource_advocacy,1,
qa6i,sourceForm_advocacy,2010,reg_newRegistrationAppSource_advocacy,1,
qa6i,sourceForm_advocacy,2014,reg_newRegistrationAppSource_advocacy,1,
qa6j,sourceForm_other1,2012,reg_newRegistrationAppSource_other1,1,
qa6j,sourceForm_other1,2010,reg_newRegistrationAppSource_other1,1,
qa6j,sourceForm_other1,2014,reg_newRegistrationAppSource_other1,1,
qa6j_other,,2012,reg_newRegistrationAppSource_other1_o,1,
qa6j_other,,2010,reg_newRegistrationAppSource_other1_o,1,
qa6j_other,,2014,reg_newRegistrationAppSource_other1_o,1,
qa6k,sourceForm_other2,2012,reg_newRegistrationAppSource_other2,1,
qa6k,sourceForm_other2,2010,reg_newRegistrationAppSource_other2,1,
qa6k,sourceForm_other2,2014,reg_newRegistrationAppSource_other2,1,
qa6k_other,,2012,reg_newRegistrationAppSource_other2_o,1,
qa6k_other,,2010,reg_newRegistrationAppSource_other2_o,1,
qa6k_other,,2014,reg_newRegistrationAppSource_other2_o,1,
qa6l,sourceForm_other3,2012,reg_newRegistrationAppSource_other3,1,
qa6l,sourceForm_other3,2010,reg_newRegistrationAppSource_other3,1,
qa6l,sourceForm_other3,2014,reg_newRegistrationAppSource_other3,1,
qa6l_other,,2012,reg_newRegistrationAppSource_other3_o,1,
qa6l_other,,2010,reg_newRegistrationAppSource_other3_o,1,
qa6l_other,,2014,reg_newRegistrationAppSource_other3_o,1,
qa6m,sourceForm_other4,2012,reg_newRegistrationAppSource_other4,1,
qa6m,sourceForm_other4,2010,reg_newRegistrationAppSource_other4,1,
qa6m,sourceForm_other4,2014,reg_newRegistrationAppSource_other4,1,
qa6m_other,,2012,reg_newRegistrationAppSource_other4_o,1,
qa6m_other,,2010,reg_newRegistrationAppSource_other4_o,1,
qa6m_other,,2014,reg_newRegistrationAppSource_other4_o,1,
qa6n,sourceForm_other5,2012,reg_newRegistrationAppSource_other5,1,
qa6n,sourceForm_other5,2010,reg_newRegistrationAppSource_other5,1,
qa6n,sourceForm_other5,2014,reg_newRegistrationAppSource_other5,1,
qa6n_other,,2012,reg_newRegistrationAppSource_other5_o,1,
qa6n_other,,2010,reg_newRegistrationAppSource_other5_o,1,
qa6n_other,,2014,reg_newRegistrationAppSource_other5_o,1,
qa6o,sourceForm_other6,2012,reg_newRegistrationAppSource_other6,1,
qa6o,sourceForm_other6,2010,reg_newRegistrationAppSource_other6,1,
qa6o,sourceForm_other6,2014,reg_newRegistrationAppSource_other6,1,
qa6o_other,,2012,reg_newRegistrationAppSource_other6_o,1,
qa6o_other,,2010,reg_newRegistrationAppSource_other6_o,1,
qa6o_other,,2014,reg_newRegistrationAppSource_other6_o,1,
qa7_comment,,2012,reg_newRegistrationSource_c,1,
qa7_comment,,2010,reg_newRegistrationSource_c,1,
qa7_comment,,2014,reg_newRegistrationSource_c,1,
qa7a,newRegForm_mailFaxEmail,2012,reg_newRegistrationSource_mailFaxEmail,1,
qa7a,newRegForm_mailFaxEmail,2010,reg_newRegistrationSource_mailFaxEmail,1,
qa7a,newRegForm_mailFaxEmail,2014,reg_newRegistrationSource_mailFaxEmail,1,
qa7b,newRegForm_inPerson,2012,reg_newRegistrationSource_inPerson,1,
qa7b,newRegForm_inPerson,2010,reg_newRegistrationSource_inPerson,1,
qa7b,newRegForm_inPerson,2014,reg_newRegistrationSource_inPerson,1,
qa7c,newRegForm_internet,2012,reg_newRegistrationSource_internet,1,
qa7c,newRegForm_internet,2010,reg_newRegistrationSource_internet,1,
qa7c,newRegForm_internet,2014,reg_newRegistrationSource_internet,1,
qa7d,newRegForm_DMV,2012,reg_newRegistrationSource_DMV,1,
qa7d,newRegForm_DMV,2010,reg_newRegistrationSource_DMV,1,
qa7d,newRegForm_DMV,2014,reg_newRegistrationSource_DMV,1,
qa7e,newRegForm_publicAssist,2012,reg_newRegistrationSource_publicAssist,1,
qa7e,newRegForm_publicAssist,2010,reg_newRegistrationSource_publicAssist,1,
qa7e,newRegForm_publicAssist,2014,reg_newRegistrationSource_publicAssist,1,
qa7f,newRegForm_disability,2012,reg_newRegistrationSource_disability,1,
qa7f,newRegForm_disability,2010,reg_newRegistrationSource_disability,1,
qa7f,newRegForm_disability,2014,reg_newRegistrationSource_disability,1,
qa7g,newRegForm_armedForcesRecruitment,2012,reg_newRegistrationSource_armedForcesRecruitment,1,
qa7g,newRegForm_armedForcesRecruitment,2010,reg_newRegistrationSource_armedForcesRecruitment,1,
qa7g,newRegForm_armedForcesRecruitment,2014,reg_newRegistrationSource_armedForcesRecruitment,1,
qa7h,newRegForm_stateAgencies,2012,reg_newRegistrationSource_stateAgencies,1,
qa7h,newRegForm_stateAgencies,2010,reg_newRegistrationSource_stateAgencies,1,
qa7h,newRegForm_stateAgencies,2014,reg_newRegistrationSource_stateAgencies,1,
qa7i,newRegForm_advocacy,2012,reg_newRegistrationSource_advocacy,1,
qa7i,newRegForm_advocacy,2010,reg_newRegistrationSource_advocacy,1,
qa7i,newRegForm_advocacy,2014,reg_newRegistrationSource_advocacy,1,
qa7j,newRegForm_other1,2012,reg_newRegistrationSource_other1,1,
qa7j,newRegForm_other1,2010,reg_newRegistrationSource_other1,1,
qa7j,newRegForm_other1,2014,reg_newRegistrationSource_other1,1,
qa7j_other,,2012,reg_newRegistrationSource_other1_o,1,
qa7j_other,,2010,reg_newRegistrationSource_other1_o,1,
qa7j_other,,2014,reg_newRegistrationSource_other1_o,1,
qa7k,newRegForm_other2,2012,reg_newRegistrationSource_other2,1,
qa7k,newRegForm_other2,2010,reg_newRegistrationSource_other2,1,
qa7k,newRegForm_other2,2014,reg_newRegistrationSource_other2,1,
qa7k_other,,2012,reg_newRegistrationSource_other2_o,1,
qa7k_other,,2010,reg_newRegistrationSource_other2_o,1,
qa7k_other,,2014,reg_newRegistrationSource_other2_o,1,
qa7l,newRegForm_other3,2012,reg_newRegistrationSource_other3,1,
qa7l,newRegForm_other3,2010,reg_newRegistrationSource_other3,1,
qa7l,newRegForm_other3,2014,reg_newRegistrationSource_other3,1,
qa7l_other,,2012,reg_newRegistrationSource_other3_o,1,
qa7l_other,,2010,reg_newRegistrationSource_other3_o,1,
qa7l_other,,2014,reg_newRegistrationSource_other3_o,1,
qa7m,newRegForm_other4,2012,reg_newRegistrationSource_other4,1,
qa7m,newRegForm_other4,2010,reg_newRegistrationSource_other4,1,
qa7m,newRegForm_other4,2014,reg_newRegistrationSource_other4,1,
qa7m_other,,2012,reg_newRegistrationSource_other4_o,1,
qa7m_other,,2010,reg_newRegistrationSource_other4_o,1,
qa7m_other,,2014,reg_newRegistrationSource_other4_o,1,
qa7n,newRegForm_other5,2012,reg_newRegistrationSource_other5,1,
qa7n,newRegForm_other5,2010,reg_newRegistrationSource_other5,1,
qa7n,newRegForm_other5,2014,reg_newRegistrationSource_other5,1,
qa7n_other,,2012,reg_newRegistrationSource_other5_o,1,
qa7n_other,,2010,reg_newRegistrationSource_other5_o,1,
qa7n_other,,2014,reg_newRegistrationSource_other5_o,1,
qa7o,newRegForm_other6,2012,reg_newRegistrationSource_other6,1,
qa7o,newRegForm_other6,2010,reg_newRegistrationSource_other6,1,
qa7o,newRegForm_other6,2014,reg_newRegistrationSource_other6,1,
qa7o_other,,2012,reg_newRegistrationSource_other6_o,1,
qa7o_other,,2010,reg_newRegistrationSource_other6_o,1,
qa7o_other,,2014,reg_newRegistrationSource_other6_o,1,
qa8_comment,,2012,reg_duplicateRegistrationSource_c,1,
qa8_comment,,2010,reg_duplicateRegistrationSource_c,1,
qa8_comment,,2014,reg_duplicateRegistrationSource_c,1,
qa8a,dupRegForm_mailFaxEmail,2012,reg_duplicateRegistrationSource_mailFaxEmail,1,
qa8a,dupRegForm_mailFaxEmail,2010,reg_duplicateRegistrationSource_mailFaxEmail,1,
qa8a,dupRegForm_mailFaxEmail,2014,reg_duplicateRegistrationSource_mailFaxEmail,1,
qa8b,dupRegForm_inPerson,2012,reg_duplicateRegistrationSource_inPerson,1,
qa8b,dupRegForm_inPerson,2010,reg_duplicateRegistrationSource_inPerson,1,
qa8b,dupRegForm_inPerson,2014,reg_duplicateRegistrationSource_inPerson,1,
qa8c,dupRegForm_internet,2012,reg_duplicateRegistrationSource_internet,1,
qa8c,dupRegForm_internet,2010,reg_duplicateRegistrationSource_internet,1,
qa8c,dupRegForm_internet,2014,reg_duplicateRegistrationSource_internet,1,
qa8d,dupRegForm_DMV,2012,reg_duplicateRegistrationSource_DMV,1,
qa8d,dupRegForm_DMV,2010,reg_duplicateRegistrationSource_DMV,1,
qa8d,dupRegForm_DMV,2014,reg_duplicateRegistrationSource_DMV,1,
qa8e,dupRegForm_publicAssist,2012,reg_duplicateRegistrationSource_publicAssist,1,
qa8e,dupRegForm_publicAssist,2010,reg_duplicateRegistrationSource_publicAssist,1,
qa8e,dupRegForm_publicAssist,2014,reg_duplicateRegistrationSource_publicAssist,1,
qa8f,dupRegForm_disability,2012,reg_duplicateRegistrationSource_disability,1,
qa8f,dupRegForm_disability,2010,reg_duplicateRegistrationSource_disability,1,
qa8f,dupRegForm_disability,2014,reg_duplicateRegistrationSource_disability,1,
qa8g,dupRegForm_armedForcesRecruitment,2012,reg_duplicateRegistrationSource_armedForcesRecruitment,1,
qa8g,dupRegForm_armedForcesRecruitment,2010,reg_duplicateRegistrationSource_armedForcesRecruitment,1,
qa8g,dupRegForm_armedForcesRecruitment,2014,reg_duplicateRegistrationSource_armedForcesRecruitment,1,
qa8h,dupRegForm_stateAgencies,2012,reg_duplicateRegistrationSource_stateAgencies,1,
qa8h,dupRegForm_stateAgencies,2010,reg_duplicateRegistrationSource_stateAgencies,1,
qa8h,dupRegForm_stateAgencies,2014,reg_duplicateRegistrationSource_stateAgencies,1,
qa8i,dupRegForm_advocacy,2012,reg_duplicateRegistrationSource_advocacy,1,
qa8i,dupRegForm_advocacy,2010,reg_duplicateRegistrationSource_advocacy,1,
qa8i,dupRegForm_advocacy,2014,reg_duplicateRegistrationSource_advocacy,1,
qa8j,dupRegForm_other1,2012,reg_duplicateRegistrationSource_other1,1,
qa8j,dupRegForm_other1,2010,reg_duplicateRegistrationSource_other1,1,
qa8j,dupRegForm_other1,2014,reg_duplicateRegistrationSource_other1,1,
qa8j_other,,2012,reg_duplicateRegistrationSource_other1_o,1,
qa8j_other,,2010,reg_duplicateRegistrationSource_other1_o,1,
qa8j_other,,2014,reg_duplicateRegistrationSource_other1_o,1,
qa8k,dupRegForm_other2,2012,reg_duplicateRegistrationSource_other2,1,
qa8k,dupRegForm_other2,2010,reg_duplicateRegistrationSource_other2,1,
qa8k,dupRegForm_other2,2014,reg_duplicateRegistrationSource_other2,1,
qa8k_other,,2012,reg_duplicateRegistrationSource_other2_o,1,
qa8k_other,,2010,reg_duplicateRegistrationSource_other2_o,1,
qa8k_other,,2014,reg_duplicateRegistrationSource_other2_o,1,
qa8l,dupRegForm_other3,2012,reg_duplicateRegistrationSource_other3,1,
qa8l,dupRegForm_other3,2010,reg_duplicateRegistrationSource_other3,1,
qa8l,dupRegForm_other3,2014,reg_duplicateRegistrationSource_other3,1,
qa8l_other,,2012,reg_duplicateRegistrationSource_other3_o,1,
qa8l_other,,2010,reg_duplicateRegistrationSource_other3_o,1,
qa8l_other,,2014,reg_duplicateRegistrationSource_other3_o,1,
qa8m,dupRegForm_other4,2012,reg_duplicateRegistrationSource_other4,1,
qa8m,dupRegForm_other4,2010,reg_duplicateRegistrationSource_other4,1,
qa8m,dupRegForm_other4,2014,reg_duplicateRegistrationSource_other4,1,
qa8m_other,,2012,reg_duplicateRegistrationSource_other4_o,1,
qa8m_other,,2010,reg_duplicateRegistrationSource_other4_o,1,
qa8m_other,,2014,reg_duplicateRegistrationSource_other4_o,1,
qa8n,dupRegForm_other5,2012,reg_duplicateRegistrationSource_other5,1,
qa8n,dupRegForm_other5,2010,reg_duplicateRegistrationSource_other5,1,
qa8n,dupRegForm_other5,2014,reg_duplicateRegistrationSource_other5,1,
qa8n_other,,2012,reg_duplicateRegistrationSource_other5_o,1,
qa8n_other,,2010,reg_duplicateRegistrationSource_other5_o,1,
qa8n_other,,2014,reg_duplicateRegistrationSource_other5_o,1,
qa8o,dupRegForm_other6,2012,reg_duplicateRegistrationSource_other6,1,
qa8o,dupRegForm_other6,2010,reg_duplicateRegistrationSource_other6,1,
qa8o,dupRegForm_other6,2014,reg_duplicateRegistrationSource_other6,1,
qa8o_other,,2012,reg_duplicateRegistrationSource_other6_o,1,
qa8o_other,,2010,reg_duplicateRegistrationSource_other6_o,1,
qa8o_other,,2014,reg_duplicateRegistrationSource_other6_o,1,
qa9_comment,,2012,reg_rejectedRegistrationSource_c,1,
qa9_comment,,2010,reg_rejectedRegistrationSource_c,1,
qa9_comment,,2014,reg_rejectedRegistrationSource_c,1,
qa9a,rejectedRegForm_mailFaxEmail,2012,reg_rejectedRegistrationSource_mailFaxEmail,1,
qa9a,rejectedRegForm_mailFaxEmail,2010,reg_rejectedRegistrationSource_mailFaxEmail,1,
qa9a,rejectedRegForm_mailFaxEmail,2014,reg_rejectedRegistrationSource_mailFaxEmail,1,
qa9b,rejectedRegForm_inPerson,2012,reg_rejectedRegistrationSource_inPerson,1,
qa9b,rejectedRegForm_inPerson,2010,reg_rejectedRegistrationSource_inPerson,1,
qa9b,rejectedRegForm_inPerson,2014,reg_rejectedRegistrationSource_inPerson,1,
qa9c,rejectedRegForm_internet,2012,reg_rejectedRegistrationSource_internet,1,
qa9c,rejectedRegForm_internet,2010,reg_rejectedRegistrationSource_internet,1,
qa9c,rejectedRegForm_internet,2014,reg_rejectedRegistrationSource_internet,1,
qa9d,rejectedRegForm_DMV,2012,reg_rejectedRegistrationSource_DMV,1,
qa9d,rejectedRegForm_DMV,2010,reg_rejectedRegistrationSource_DMV,1,
qa9d,rejectedRegForm_DMV,2014,reg_rejectedRegistrationSource_DMV,1,
qa9e,rejectedRegForm_publicAssist,2012,reg_rejectedRegistrationSource_publicAssist,1,
qa9e,rejectedRegForm_publicAssist,2010,reg_rejectedRegistrationSource_publicAssist,1,
qa9e,rejectedRegForm_publicAssist,2014,reg_rejectedRegistrationSource_publicAssist,1,
qa9f,rejectedRegForm_disability,2012,reg_rejectedRegistrationSource_disability,1,
qa9f,rejectedRegForm_disability,2010,reg_rejectedRegistrationSource_disability,1,
qa9f,rejectedRegForm_disability,2014,reg_rejectedRegistrationSource_disability,1,
qa9g,rejectedRegForm_armedForcesRecruitment,2012,reg_rejectedRegistrationSource_armedForcesRecruitment,1,
qa9g,rejectedRegForm_armedForcesRecruitment,2010,reg_rejectedRegistrationSource_armedForcesRecruitment,1,
qa9g,rejectedRegForm_armedForcesRecruitment,2014,reg_rejectedRegistrationSource_armedForcesRecruitment,1,
qa9h,rejectedRegForm_stateAgencies,2012,reg_rejectedRegistrationSource_stateAgencies,1,
qa9h,rejectedRegForm_stateAgencies,2010,reg_rejectedRegistrationSource_stateAgencies,1,
qa9h,rejectedRegForm_stateAgencies,2014,reg_rejectedRegistrationSource_stateAgencies,1,
qa9i,rejectedRegForm_advocacy,2012,reg_rejectedRegistrationSource_advocacy,1,
qa9i,rejectedRegForm_advocacy,2010,reg_rejectedRegistrationSource_advocacy,1,
qa9i,rejectedRegForm_advocacy,2014,reg_rejectedRegistrationSource_advocacy,1,
qa9j,rejectedRegForm_other1,2012,reg_rejectedRegistrationSource_other1,1,
qa9j,rejectedRegForm_other1,2010,reg_rejectedRegistrationSource_other1,1,
qa9j,rejectedRegForm_other1,2014,reg_rejectedRegistrationSource_other1,1,
qa9j_other,,2012,reg_rejectedRegistrationSource_other1_o,1,
qa9j_other,,2010,reg_rejectedRegistrationSource_other1_o,1,
qa9j_other,,2014,reg_rejectedRegistrationSource_other1_o,1,
qa9k,rejectedRegForm_other2,2012,reg_rejectedRegistrationSource_other2,1,
qa9k,rejectedRegForm_other2,2010,reg_rejectedRegistrationSource_other2,1,
qa9k,rejectedRegForm_other2,2014,reg_rejectedRegistrationSource_other2,1,
qa9k_other,,2012,reg_rejectedRegistrationSource_other2_o,1,
qa9k_other,,2010,reg_rejectedRegistrationSource_other2_o,1,
qa9k_other,,2014,reg_rejectedRegistrationSource_other2_o,1,
qa9l,rejectedRegForm_other3,2012,reg_rejectedRegistrationSource_other3,1,
qa9l,rejectedRegForm_other3,2010,reg_rejectedRegistrationSource_other3,1,
qa9l,rejectedRegForm_other3,2014,reg_rejectedRegistrationSource_other3,1,
qa9l_other,,2012,reg_rejectedRegistrationSource_other3_o,1,
qa9l_other,,2010,reg_rejectedRegistrationSource_other3_o,1,
qa9l_other,,2014,reg_rejectedRegistrationSource_other3_o,1,
qa9m,rejectedRegForm_other4,2012,reg_rejectedRegistrationSource_other4,1,
qa9m,rejectedRegForm_other4,2010,reg_rejectedRegistrationSource_other4,1,
qa9m,rejectedRegForm_other4,2014,reg_rejectedRegistrationSource_other4,1,
qa9m_other,,2012,reg_rejectedRegistrationSource_other4_o,1,
qa9m_other,,2010,reg_rejectedRegistrationSource_other4_o,1,
qa9m_other,,2014,reg_rejectedRegistrationSource_other4_o,1,
qa9n,rejectedRegForm_other5,2012,reg_rejectedRegistrationSource_other5,1,
qa9n,rejectedRegForm_other5,2010,reg_rejectedRegistrationSource_other5,1,
qa9n,rejectedRegForm_other5,2014,reg_rejectedRegistrationSource_other5,1,
qa9n_other,,2012,reg_rejectedRegistrationSource_other5_o,1,
qa9n_other,,2010,reg_rejectedRegistrationSource_other5_o,1,
qa9n_other,,2014,reg_rejectedRegistrationSource_other5_o,1,
qa9o,rejectedRegForm_other6,2012,reg_rejectedRegistrationSource_other6,1,
qa9o,rejectedRegForm_other6,2010,reg_rejectedRegistrationSource_other6,1,
qa9o,rejectedRegForm_other6,2014,reg_rejectedRegistrationSource_other6,1,
qa9o_other,,2012,reg_rejectedRegistrationSource_other6_o,1,
qa9o_other,,2010,reg_rejectedRegistrationSource_other6_o,1,
qa9o_other,,2014,reg_rejectedRegistrationSource_other6_o,1,
qb1_comment,,2012,uocava_uocavaTransmit_c,1,
qb1_comment,,2010,uocava_uocavaTransmit_c,1,
qb1_comment,,2014,uocava_uocavaTransmit_c,1,
qb10a,abs_count_uniform,2012,uocava_uocavaAloneCount_uniform,1,
qb10a,abs_count_uniform,2010,uocava_uocavaAloneCount_uniform,1,
qb10a,abs_count_uniform,2014,uocava_uocavaAloneCount_uniform,1,
qb10b,abs_count_Civ,2012,uocava_uocavaAloneCount_nonMil,1,
qb10b,abs_count_Civ,2010,uocava_uocavaAloneCount_nonMil,1,
qb10b,abs_count_Civ,2014,uocava_uocavaAloneCount_nonMil,1,
qb10c,abs_count_other,2012,uocava_uocavaAloneCount_other,1,
qb10c,abs_count_other,2010,uocava_uocavaAloneCount_other,1,
qb10c,abs_count_other,2014,uocava_uocavaAloneCount_other,1,
qb10c_other,,2012,uocava_uocavaAlone_other_o,1,
qb10c_other,,2010,uocava_uocavaAlone_other_o,1,
qb10c_other,,2014,uocava_uocavaAlone_other_o,1,
qb11a,fwab_count_uniform,2012,uocava_fwabCount_uniform,1,
qb11a,fwab_count_uniform,2010,uocava_fwabCount_uniform,1,
qb11a,fwab_count_uniform,2014,uocava_fwabCount_uniform,1,
qb11b,fwab_count_Civ,2012,uocava_fwabCount_nonMil,1,
qb11b,fwab_count_Civ,2010,uocava_fwabCount_nonMil,1,
qb11b,fwab_count_Civ,2014,uocava_fwabCount_nonMil,1,
qb11c,fwab_count_other,2012,uocava_fwabCount_other,1,
qb11c,fwab_count_other,2010,uocava_fwabCount_other,1,
qb11c,fwab_count_other,2014,uocava_fwabCount_other,1,
qb11c_other,,2012,uocava_fwabCount_other_o,1,
qb11c_other,,2010,uocava_fwabCount_other_o,1,
qb11c_other,,2014,uocava_fwabCount_other_o,1,
qb12a,oth_count_uniform,2012,uocava_otherUocavaCount_uniform,1,
qb12a,oth_count_uniform,2010,uocava_otherUocavaCount_uniform,1,
