value,replacement,year,replacement_new,complete,equivalent_var
qa1,,2008,reg_registeredVoters_total,1,
qa1_comments,,2008,reg_registeredVoters_total_c,1,
qa10_comments,,2008,reg_confirmationNotice_c,1,
qa10a,,2008,reg_confirmationNotice_total,1,
qa10b,,2008,reg_confirmationNotice_valid,1,
qa10c,,2008,reg_confirmationNotice_invalid,1,
qa10d,,2008,reg_confirmationNotice_undeliverable,1,
qa10e,,2008,reg_confirmationNotice_unknown,1,
qa10f,,2008,reg_confirmationNotice_other1,1,
qa10f_description,,2008,reg_confirmationNotice_other1_o,1,
qa10g,,2008,reg_confirmationNotice_other2,1,
qa10g_description,,2008,reg_confirmationNotice_other2_o,1,
qa10h,,2008,reg_confirmationNotice_other3,1,
qa10h_description,,2008,reg_confirmationNotice_other3_o,1,
qa11_comments,,2008,reg_voterRemovedReason_c,1,
qa11a,,2008,reg_voterRemovedReason_total,1,
qa11b,,2008,reg_voterRemovedReason_moved,1,
qa11c,,2008,reg_voterRemovedReason_death,1,
qa11d,,2008,reg_voterRemovedReason_felony,1,
qa11e,,2008,reg_voterRemovedReason_noResponse,1,
qa11f,,2008,reg_voterRemovedReason_mentalIncompetence,1,
qa11g,,2008,reg_voterRemovedReason_voterRequest,1,
qa11h,,2008,reg_voterRemovedReason_other1,1,
qa11h_description,,2008,reg_voterRemovedReason_other1_o,1,
qa11i,,2008,reg_voterRemovedReason_other2,1,
qa11i_description,,2008,reg_voterRemovedReason_other2_o,1,
qa11j,,2008,reg_voterRemovedReason_other3,1,
qa11j_description,,2008,reg_voterRemovedReason_other3_o,1,
qa11k,,2008,reg_voterRemovedReason_other4,1,
qa11k_description,,2008,reg_voterRemovedReason_other4_o,1,
qa2,,2008,reg_activeOnly,1,
qa2_comments,,2008,reg_activeOnly_c,1,
qa2_other,,2008,reg_activeOnly_o,1,
qa3_comments,,2008,reg_activeInactiveReg_c,1,
qa3a,,2008,reg_activeReg,1,
qa3b,,2008,reg_inactiveReg,1,
qa4_comments,,2008,reg_sameDayRegistrationAppStatus_c,1,
qa4a,,2008,reg_sameDayRegistration_total,1,
qa4a_notallowed,,2008,reg_notAllowSameDay,1,
qa4b,,2008,reg_sameDayRegistrationAppStatus_validReg,1,
qa4c,,2008,reg_sameDayRegistrationAppStatus_changedRegistration,1,
qa4d,,2008,reg_sameDayRegistrationAppStatus_duplicateRegistration,1,
qa4e,,2008,reg_sameDayRegistrationAppStatus_rejected,1,
qa4f,,2008,reg_sameDayRegistrationAppStatus_other1,1,
qa4f_description,,2008,reg_sameDayRegistrationAppStatus_other1_o,1,
qa4g,,2008,reg_sameDayRegistrationAppStatus_other2,1,
qa4g_description,,2008,reg_sameDayRegistrationAppStatus_other2_o,1,
qa4h,,2008,reg_sameDayRegistrationAppStatus_other3,1,
qa4h_description,,2008,reg_sameDayRegistrationAppStatus_other3_o,1,
qa5_comments,,2008,reg_newRegistrationAppStatus_c,1,
qa5a,,2008,reg_newRegistrationAppStatus_total,1,
qa5b,,2008,reg_newRegistrationAppStatus_validReg,1,
qa5c,,2008,reg_newRegistrationAppStatus_PreReg,1,
qa5d,,2008,reg_newRegistrationAppStatus_duplicateRegistration,1,
qa5e,,2008,reg_newRegistrationAppStatus_rejected,1,
qa5f,,2008,reg_newRegistrationAppStatus_changeRegWithinJurisdiction,1,
qa5g,,2008,reg_newRegistrationAppStatus_changeRegMoved,1,
qa5h,,2008,reg_newRegistrationAppStatus_other1,1,
qa5h_description,,2008,reg_newRegistrationAppStatus_other1_o,1,
qa5i,,2008,reg_newRegistrationAppStatus_other2,1,
qa5i_description,,2008,reg_newRegistrationAppStatus_other2_o,1,
qa5j,,2008,reg_newRegistrationAppStatus_other3,1,
qa5j_description,,2008,reg_newRegistrationAppStatus_other3_o,1,
qa5k,,2008,reg_newRegistrationAppStatus_other4,1,
qa5k_description,,2008,reg_newRegistrationAppStatus_other4_o,1,
qa5l,,2008,reg_newRegistrationAppStatus_other5,1,
qa5l_description,,2008,reg_newRegistrationAppStatus_other5_o,1,
qa6_comments,,2008,reg_newRegistrationAppSource_c,1,
qa6a,,2008,reg_newRegistrationAppSource_mailFaxEmail,1,
qa6b,,2008,reg_newRegistrationAppSource_inPerson,1,
qa6c,,2008,reg_newRegistrationAppSource_internet,1,
qa6d,,2008,reg_newRegistrationAppSource_DMV,1,
qa6e,,2008,reg_newRegistrationAppSource_publicAssist,1,
qa6f,,2008,reg_newRegistrationAppSource_disability,1,
qa6g,,2008,reg_newRegistrationAppSource_armedForcesRecruitment,1,
qa6h,,2008,reg_newRegistrationAppSource_stateAgencies,1,
qa6i,,2008,reg_newRegistrationAppSource_advocacy,1,
qa6j,,2008,reg_newRegistrationAppSource_other1,1,
qa6j_description,,2008,reg_newRegistrationAppSource_other1_o,1,
qa6k,,2008,reg_newRegistrationAppSource_other2,1,
qa6k_description,,2008,reg_newRegistrationAppSource_other2_o,1,
qa6l,,2008,reg_newRegistrationAppSource_other3,1,
qa6l_description,,2008,reg_newRegistrationAppSource_other3_o,1,
qa6m,,2008,reg_newRegistrationAppSource_other4,1,
qa6m_description,,2008,reg_newRegistrationAppSource_other4_o,1,
qa6n,,2008,reg_newRegistrationAppSource_other5,1,
qa6n_description,,2008,reg_newRegistrationAppSource_other5_o,1,
qa6o,,2008,reg_newRegistrationAppSource_other6,1,
qa6o_description,,2008,reg_newRegistrationAppSource_other6_o,1,
qa7_comments,,2008,reg_newRegistrationSource_c,1,
qa7a,,2008,reg_newRegistrationSource_mailFaxEmail,1,
qa7b,,2008,reg_newRegistrationSource_inPerson,1,
qa7c,,2008,reg_newRegistrationSource_internet,1,
qa7d,,2008,reg_newRegistrationSource_DMV,1,
qa7e,,2008,reg_newRegistrationSource_publicAssist,1,
qa7f,,2008,reg_newRegistrationSource_disability,1,
qa7g,,2008,reg_newRegistrationSource_armedForcesRecruitment,1,
qa7h,,2008,reg_newRegistrationSource_stateAgencies,1,
qa7i,,2008,reg_newRegistrationSource_advocacy,1,
qa7j,,2008,reg_newRegistrationSource_other1,1,
qa7j_description,,2008,reg_newRegistrationSource_other1_o,1,
qa7k,,2008,reg_newRegistrationSource_other2,1,
qa7k_description,,2008,reg_newRegistrationSource_other2_o,1,
qa7l,,2008,reg_newRegistrationSource_other3,1,
qa7l_description,,2008,reg_newRegistrationSource_other3_o,1,
qa7m,,2008,reg_newRegistrationSource_other4,1,
qa7m_description,,2008,reg_newRegistrationSource_other4_o,1,
qa7n,,2008,reg_newRegistrationSource_other5,1,
qa7n_description,,2008,reg_newRegistrationSource_other5_o,1,
qa7o,,2008,reg_newRegistrationSource_other6,1,
qa7o_description,,2008,reg_newRegistrationSource_other6_o,1,
qa8_comments,,2008,reg_duplicateRegistrationSource_c,1,
qa8a,,2008,reg_duplicateRegistrationSource_mailFaxEmail,1,
qa8b,,2008,reg_duplicateRegistrationSource_inPerson,1,
qa8c,,2008,reg_duplicateRegistrationSource_internet,1,
qa8d,,2008,reg_duplicateRegistrationSource_DMV,1,
qa8e,,2008,reg_duplicateRegistrationSource_publicAssist,1,
qa8f,,2008,reg_duplicateRegistrationSource_disability,1,
qa8g,,2008,reg_duplicateRegistrationSource_armedForcesRecruitment,1,
qa8h,,2008,reg_duplicateRegistrationSource_stateAgencies,1,
qa8i,,2008,reg_duplicateRegistrationSource_advocacy,1,
qa8j,,2008,reg_duplicateRegistrationSource_other1,1,
qa8j_description,,2008,reg_duplicateRegistrationSource_other1_o,1,
qa8k,,2008,reg_duplicateRegistrationSource_other2,1,
qa8k_description,,2008,reg_duplicateRegistrationSource_other2_o,1,
qa8l,,2008,reg_duplicateRegistrationSource_other3,1,
qa8l_description,,2008,reg_duplicateRegistrationSource_other3_o,1,
qa8m,,2008,reg_duplicateRegistrationSource_other4,1,
qa8m_description,,2008,reg_duplicateRegistrationSource_other4_o,1,
qa8n,,2008,reg_duplicateRegistrationSource_other5,1,
qa8n_description,,2008,reg_duplicateRegistrationSource_other5_o,1,
qa8o,,2008,reg_duplicateRegistrationSource_other6,1,
qa8o_description,,2008,reg_duplicateRegistrationSource_other6_o,1,
qa9_comments,,2008,reg_rejectedRegistrationSource_c,1,
qa9a,,2008,reg_rejectedRegistrationSource_mailFaxEmail,1,
qa9b,,2008,reg_rejectedRegistrationSource_inPerson,1,
qa9c,,2008,reg_rejectedRegistrationSource_internet,1,
qa9d,,2008,reg_rejectedRegistrationSource_DMV,1,
qa9e,,2008,reg_rejectedRegistrationSource_publicAssist,1,
qa9f,,2008,reg_rejectedRegistrationSource_disability,1,
qa9g,,2008,reg_rejectedRegistrationSource_armedForcesRecruitment,1,
qa9h,,2008,reg_rejectedRegistrationSource_stateAgencies,1,
qa9i,,2008,reg_rejectedRegistrationSource_advocacy,1,
qa9j,,2008,reg_rejectedRegistrationSource_other1,1,
qa9j_description,,2008,reg_rejectedRegistrationSource_other1_o,1,
qa9k,,2008,reg_rejectedRegistrationSource_other2,1,
qa9k_description,,2008,reg_rejectedRegistrationSource_other2_o,1,
qa9l,,2008,reg_rejectedRegistrationSource_other3,1,
qa9l_description,,2008,reg_rejectedRegistrationSource_other3_o,1,
qa9m,,2008,reg_rejectedRegistrationSource_other4,1,
qa9m_description,,2008,reg_rejectedRegistrationSource_other4_o,1,
qa9n,,2008,reg_rejectedRegistrationSource_other5,1,
qa9n_description,,2008,reg_rejectedRegistrationSource_other5_o,1,
qa9o,,2008,reg_rejectedRegistrationSource_other6,1,
qa9o_description,,2008,reg_rejectedRegistrationSource_other6_o,1,
qb1_comments,,2008,uocava_uocavaTransmit_c,1,
qb10_comments,,2008,uocava_uocavaAloneCount_c,1,
qb10a,,2008,uocava_uocavaAloneCount_uniform,1,
qb10b,,2008,uocava_uocavaAloneCount_nonMil,1,
qb10c,,2008,uocava_uocavaAloneCount_other,1,
qb10c_description,,2008,uocava_uocavaAlone_other_o,1,
qb11_comments,,2008,uocava_fwabCount_c,1,
qb11a,,2008,uocava_fwabCount_uniform,1,
qb11b,,2008,uocava_fwabCount_nonMil,1,
qb11c,,2008,uocava_fwabCount_other,1,
qb11c_description,,2008,uocava_fwabCount_other_o,1,
qb12_comments,,2008,uocava_otherUocavaCount_c,1,
qb12a,,2008,uocava_otherUocavaCount_uniform,1,
qb12b,,2008,uocava_otherUocavaCount_nonMil,1,
qb12c,,2008,uocava_otherUocavaCount_other,1,
qb12c_description,,2008,uocava_otherUocavaCount_other_o,1,
qb13,,2008,uocava_uocavaReject_total,1,
qb13_comments,,2008,uocava_uocavaReject_total_c,1,
qb14_comments,,2008,uocava_uocavaRejectReason_c,1,
qb14a,,2008,uocava_uocavaRejectReason_late,1,
qb14b,,2008,uocava_uocavaRejectReason_signature,1,
qb14c,,2008,uocava_uocavaRejectReason_noPost,1,
qb14d,,2008,uocava_uocavaRejectReason_other1,1,
qb14d_description,,2008,uocava_uocavaRejectReason_other1_o,1,
qb14e,,2008,uocava_uocavaRejectReason_other2,1,
qb14e_description,,2008,uocava_uocavaRejectReason_other2_o,1,
qb14f,,2008,uocava_uocavaRejectReason_other3,1,
qb14f_description,,2008,uocava_uocavaRejectReason_other3_o,1,
qb14g,,2008,uocava_uocavaRejectReason_var_not_described1,1,
qb14h,,2008,uocava_uocavaRejectReason_var_not_described2,1,
qb14i,,2008,uocava_uocavaRejectReason_var_not_described3,1,
qb14j,,2008,uocava_uocavaRejectReason_var_not_described4,1,
qb14k,,2008,uocava_uocavaRejectReason_var_not_described5,1,
qb14l,,2008,uocava_uocavaRejectReason_var_not_described6,1,
qb14m,,2008,uocava_uocavaRejectReason_var_not_described7,1,
qb15_comments,,2008,uocava_uocavaReject_c,1,
qb15a,,2008,uocava_uocavaReject_uniform,1,
qb15b,,2008,uocava_uocavaReject_nonMil,1,
qb15c,,2008,uocava_uocavaReject_other,1,
qb15c_description,,2008,uocava_uocavaReject_other_o,1,
qb16_comments,,2008,uocava_uocavaAloneReject_c,1,
qb16a,,2008,uocava_uocavaAloneReject_uniform,1,
qb16b,,2008,uocava_uocavaAloneReject_nonMil,1,
qb16c,,2008,uocava_uocavaAloneReject_other,1,
qb16c_description,,2008,uocava_uocavaAloneReject_other_o,1,
qb17_comments,,2008,uocava_fwabReject_c,1,
qb17a,,2008,uocava_fwabReject_uniform,1,
qb17b,,2008,uocava_fwabReject_nonMil,1,
qb17c,,2008,uocava_fwabReject_other,1,
qb17c_description,,2008,uocava_fwabReject_other_o,1,
qb18_comments,,2008,uocava_otherUocavaReject_c,1,
qb18a,,2008,uocava_otherUocavaReject_uniform,1,
qb18b,,2008,uocava_otherUocavaReject_nonMil,1,
qb18c,,2008,uocava_otherUocavaReject_other,1,
qb18c_description,,2008,uocava_otherUocavaReject_other_o,1,
qb19_comments,,2008,uocava_uocavaTransmitType_c,1,
qb19a,,2008,uocava_uocavaTransmitType_request,1,
qb19b,,2008,uocava_uocavaTransmitType_automatic,1,
qb19c,,2008,uocava_uocavaTransmitType_other1,1,
qb19c_description,,2008,uocava_uocavaTransmitType_other1_o,1,
qb1a,,2008,uocava_uocavaTransmit_total,1,
qb1b,,2008,uocava_uocavaTransmit_uniform,1,
qb1c,,2008,uocava_uocavaTransmit_nonMil,1,
qb1d,,2008,uocava_uocavaTransmit_other1,1,
qb1d_description,,2008,uocava_uocavaTransmit_other1_o,1,
qb1e,,2008,uocava_uocavaTransmit_other2,1,
qb1e_description,,2008,uocava_uocavaTransmit_other2_o,1,
qb2_comments,,2008,uocava_uocavaAloneTransmitStatus_c,1,
qb20_comments,,2008,uocava_uocavaRegisteredTransmitStatus_c,1,
qb20a,,2008,uocava_uocavaRegisteredTransmitStatus_returnByVoter,1,
qb20b,,2008,uocava_uocavaRegisteredTransmitStatus_undeliv,1,
qb20c,,2008,uocava_uocavaRegisteredTransmitStatus_spoiled,1,
qb20d,,2008,uocava_uocavaRegisteredTransmitStatus_unknown,1,
qb20e,,2008,uocava_uocavaRegisteredTransmitStatus_other1,1,
qb20e_description,,2008,uocava_uocavaRegisteredTransmitStatus_other1_o,1,
qb20f,,2008,uocava_uocavaRegisteredTransmitStatus_other2,1,
qb20f_description,,2008,uocava_uocavaRegisteredTransmitStatus_other2_o,1,
qb20g,,2008,uocava_uocavaRegisteredTransmitStatus_other3,1,
qb20g_description,,2008,uocava_uocavaRegisteredTransmitStatus_other3_o,1,
qb2a,,2008,uocava_uocavaAloneTransmitStatus_returnByVoter,1,
qb2b,,2008,uocava_uocavaAloneTransmitStatus_undeliv,1,
qb2c,,2008,uocava_uocavaAloneTransmitStatus_spoiled,1,
qb2d,,2008,uocava_uocavaAloneTransmitStatus_unknown,1,
qb2e,,2008,uocava_uocavaAloneTransmitStatus_other1,1,
qb2e_description,,2008,uocava_uocavaAloneTransmitStatus_other1_o,1,
qb2f,,2008,uocava_uocavaAloneTransmitStatus_other2,1,
qb2f_description,,2008,uocava_uocavaAloneTransmitStatus_other2_o,1,
qb2g,,2008,uocava_uocavaAloneTransmitStatus_other3,1,
qb2g_description,,2008,uocava_uocavaAloneTransmitStatus_other3_o,1,
qb3,,2008,uocava_uocavaReturn_total,1,
qb3_comments,,2008,uocava_uocavaAloneTransmitStatus_total_c,1,
qb4_comments,,2008,uocava_uocavaReturn_c,1,
qb4a,,2008,uocava_uocavaReturn_uniform,1,
qb4b,,2008,uocava_uocavaReturn_nonMil,1,
qb4c,,2008,uocava_uocavaReturn_other,1,
qb4c_description,,2008,uocava_uocavaReturn_other_o,1,
qb5_comments,,2008,uocava_uocavaAloneReturn_c,1,
qb5a,,2008,uocava_uocavaAloneReturn_uniform,1,
qb5b,,2008,uocava_uocavaAloneReturn_nonMil,1,
qb5c,,2008,uocava_uocavaAloneReturn_other,1,
qb5c_description,,2008,uocava_uocavaAloneReturn_other_o,1,
qb6_comments,,2008,uocava_fwabReturn_c,1,
qb6a,,2008,uocava_fwabReturn_uniform,1,
qb6b,,2008,uocava_fwabReturn_nonMil,1,
qb6c,,2008,uocava_fwabReturn_other,1,
qb6c_description,,2008,uocava_fwabReturn_other_o,1,
qb7_comments,,2008,uocava_otherUocavaReturn_c,1,
qb7a,,2008,uocava_otherUocavaReturn_uniform,1,
qb7b,,2008,uocava_otherUocavaReturn_nonMil,1,
qb7c,,2008,uocava_otherUocavaReturn_other,1,
qb7c_description,,2008,uocava_otherUocavaReturn_other_o,1,
qb8,,2008,uocava_uocavaCount_total,1,
qb8_comments,,2008,uocava_uocavaCount_total_c,1,
qb9_comments,,2008,uocava_uocavaCount_c,1,
qb9a,,2008,uocava_uocavaCount_uniform,1,
qb9b,,2008,uocava_uocavaCount_nonMil,1,
qb9c,,2008,uocava_uocavaCount_other,1,
qb9c_description,,2008,uocava_uocavaCount_other_o,1,
qc1_comments,,2008,mail_absenteeTransmitStatus_c,1,
qc1a,,2008,mail_absenteeTransmit_total,1,
qc1b,,2008,mail_absenteeTransmitStatus_returnByVoter,1,
qc1c,,2008,mail_absenteeTransmitStatus_undeliv,1,uocava_uocavaAloneTransmitStatus_undeliv
qc1d,,2008,mail_absenteeTransmitStatus_spoiled,1,
qc1e,,2008,mail_absenteeTransmitStatus_unknown,1,
qc1f,,2008,mail_absenteeTransmitStatus_other1,1,
qc1f_description,,2008,mail_absenteeTransmitStatus_other1_o,1,
qc1g,,2008,mail_absenteeTransmitStatus_other2,1,
qc1g_description,,2008,mail_absenteeTransmitStatus_other2_o,1,
qc1h,,2008,mail_absenteeTransmitStatus_other3,1,
qc1h_description,,2008,mail_absenteeTransmitStatus_other3_o,1,
qc2,,2008,mail_allowPermanentAbsentee,1,
qc2_comments,,2008,mail_allowPermanentAbsentee_c,1,
qc3,,2008,mail_permanentAbsenteeBallotsTransmitted,1,
qc3_comments,,2008,mail_permanentAbsenteeBallotsTransmitted_c,1,
qc4_comments,,2008,mail_absenteeReturnStatus_c,1,
qc4a,,2008,mail_absenteeCounted,1,
qc4b,,2008,mail_absenteeRejectReason_total,1,
qc4c,,2008,mail_absenteeReturnStatus_other1,1,
qc4c_description,,2008,mail_absenteeReturnStatus_other1_o,1,
qc4d,,2008,mail_absenteeReturnStatus_other2,1,
qc4d_description,,2008,mail_absenteeReturnStatus_other2_o,1,
qc5_comments,,2008,mail_absenteeRejectReason_c,1,
qc5a,,2008,mail_absenteeRejectReason_late,1,
qc5b,,2008,mail_absenteeRejectReason_noSig,1,
qc5c,,2008,mail_absenteeRejectReason_noWitnessSig,1,
qc5d,,2008,mail_absenteeRejectReason_noSigMatch,1,
qc5e,,2008,mail_absenteeRejectReason_noEoSig,1,
qc5f,,2008,mail_absenteeRejectReason_unofficialEnvelope,1,
qc5g,,2008,mail_absenteeRejectReason_ballotMissing,1,
qc5h,,2008,mail_absenteeRejectReason_envelopeNotSealed,1,
qc5i,,2008,mail_absenteeRejectReason_noEnvelopeAddress,1,
qc5j,,2008,mail_absenteeRejectReason_multipleBallotsOneEnvelope,1,
qc5k,,2008,mail_absenteeRejectReason_voterDeceased,1,
qc5l,,2008,mail_absenteeRejectReason_votedInPerson,1,
qc5m,,2008,mail_absenteeRejectReason_noIdentification,1,
qc5n,,2008,mail_absenteeRejectReason_noBallotApplication,1,
qc5o,,2008,mail_absenteeRejectReason_other1,1,
qc5o_description,,2008,mail_absenteeRejectReason_other1_o,1,
qc5p,,2008,mail_absenteeRejectReason_other2,1,
qc5p_description,,2008,mail_absenteeRejectReason_other2_o,1,
qc5q,,2008,mail_absenteeRejectReason_other3,1,
qc5q_description,,2008,mail_absenteeRejectReason_other3_o,1,
qc5r,,2008,mail_absenteeRejectReason_other4,1,
qc5r_description,,2008,mail_absenteeRejectReason_other4_o,1,
qc5s,,2008,mail_absenteeRejectReason_other5,1,
qc5s_description,,2008,mail_absenteeRejectReason_other5_o,1,
qc5t,,2008,mail_absenteeRejectReason_other6,1,
qc5t_description,,2008,mail_absenteeRejectReason_other6_o,1,
qc5u,,2008,mail_absenteeRejectReason_other7,1,
qc5u_description,,2008,mail_absenteeRejectReason_other7_o,1,
qc5v,,2008,mail_absenteeRejectReason_other8,1,
qc5v_description,,2008,mail_absenteeRejectReason_other8_o,1,
qd1,,2008,inperson_precinctCount,1,
qd1_comments,,2008,inperson_precinctCount_c,1,
qd2_comments,,2008,inperson_pollingPlaces_c,1,
qd2a,,2008,inperson_pollingPlaces_total,1,
qd2b,,2008,inperson_pollingPlaces_electionDay_standard,1,
qd2c,,2008,inperson_pollingPlaces_electionDay_electionOffices,1,
qd2d,,2008,inperson_pollingPlaces_electionDay_other,1,
qd2d_description,,2008,inperson_pollingPlaces_electionDay_other_o,1,
qd2e,,2008,inperson_pollingPlaces_early_standard,1,
qd2f,,2008,inperson_pollingPlaces_early_electionOffices,1,
qd2g,,2008,inperson_pollingPlaces_early_other,1,
qd2g_description,,2008,inperson_pollingPlaces_early_other_o,1,
qd3,,2008,inperson_pollWorkers_total,1,
qd3_comments,,2008,inperson_pollWorkers_total_c,1,
qd4_comments,,2008,inperson_pollWorkers_c,1,
qd4a,,2008,inperson_pollWorkers_under18,1,
qd4b,,2008,inperson_pollWorkers_18to25,1,
qd4c,,2008,inperson_pollWorkers_26to40,1,
qd4d,,2008,inperson_pollWorkers_41to60,1,
qd4e,,2008,inperson_pollWorkers_61to70,1,
qd4f,,2008,inperson_pollWorkers_71AndOlder,1,
qd5,,2008,inperson_difficultyRecruitingPollWorkers,1,
qd5_comments,,2008,inperson_difficultyRecruitingPollWorkers_c,1,
qe1,,2008,prov_provisionalCast_total,1,
qe1_comments,,2008,prov_provisionalCast_total_c,1,
qe2_comments,,2008,prov_provisionalCast_c,1,
qe2a,,2008,prov_provisionalCast_fullCount,1,
qe2b,,2008,prov_provisionalCast_partialCount,1,
qe2c,,2008,prov_provisionalCast_rejected,1,
qe2d,,2008,prov_provisionalCast_other1,1,
qe2d_description,,2008,prov_provisionalCast_other1_o,1,
qe2e,,2008,prov_provisionalCast_other2,1,
qe2e_description,,2008,prov_provisionalCast_other2_o,1,
qe3_comments,,2008,prov_provisionalRejectReason_c,1,
qe3a,,2008,prov_provisionalRejectReason_notRegistered,1,
qe3b,,2008,prov_provisionalRejectReason_wrongJurisdiction,1,
qe3c,,2008,prov_provisionalRejectReason_wrongPrecinct,1,
qe3d,,2008,prov_provisionalRejectReason_noIdentification,1,
qe3e,,2008,prov_provisionalRejectReason_incompleteEnvelope,1,
qe3f,,2008,prov_provisionalRejectReason_ballotMissing,1,
qe3g,,2008,prov_provisionalRejectReason_noSig,1,
qe3h,,2008,prov_provisionalRejectReason_noSigMatch,1,
qe3i,,2008,prov_provisionalRejectReason_alreadyVoted,1,
qe3j,,2008,prov_provisionalRejectReason_other1,1,
qe3j_description,,2008,prov_provisionalRejectReason_other1_o,1,
qe3k,,2008,prov_provisionalRejectReason_other2,1,
qe3k_description,,2008,prov_provisionalRejectReason_other2_o,1,
qe3l,,2008,prov_provisionalRejectReason_other3,1,
qe3l_description,,2008,prov_provisionalRejectReason_other3_o,1,
qe3m,,2008,prov_provisionalRejectReason_other4,1,
qe3m_description,,2008,prov_provisionalRejectReason_other4_o,1,
qe3n,,2008,prov_provisionalRejectReason_other5,1,
qe3n_description,,2008,prov_provisionalRejectReason_other5_o,1,
qe3o,,2008,prov_provisionalRejectReason_other6,1,
qe3o_description,,2008,prov_provisionalRejectReason_other6_o,1,
qe3p,,2008,prov_provisionalRejectReason_other7,1,
qe3p_description,,2008,prov_provisionalRejectReason_other7_o,1,
qf1_comments,,2008,partic_voterParticipation_c,1,
qf1a,,2008,partic_voterParticipation_total,1,
qf1b,,2008,partic_voterParticipation_pollingPlaceED,1,
qf1c,,2008,partic_voterParticipation_uocava,1,
qf1d,,2008,partic_voterParticipation_voteByMail,1,
qf1e,,2008,partic_voterParticipation_provisional,1,
qf1f,,2008,partic_voterParticipation_inPersonEarly,1,
qf1g,,2008,partic_voterParticipation_other1,1,
qf1g_description,,2008,partic_voterParticipation_other1_o,1,
qf1h,,2008,partic_voterParticipation_other2,1,
qf1h_description,,2008,partic_voterParticipation_other2_o,1,
qf1i,,2008,partic_voterParticipation_other3,1,
qf1i_description,,2008,partic_voterParticipation_other3_o,1,
qf2,,2008,partic_voterParticipationSource,1,
qf2_comments,,2008,partic_voterParticipationSource_o,1,
qf2_description,,2008,partic_voterParticipationSource_c,1,
qf3,,2008,partic_firstTimeVoterWithId_total,1,
qf3_comments,,2008,partic_firstTimeVoterWithId_total_c,1,
qf3_notapplicable,,2008,,,
qf4_comments,,2008,partic_pollBookUsage_c,1,
qf4a,,2008,partic_pollBookUsage_electronic_signIn,1,
qf4b,,2008,partic_pollBookUsage_electronic_updateVoterHistory,1,
qf4c,,2008,partic_pollBookUsage_electronic_lookUpPollingPlace,1,
qf4d,,2008,partic_pollBookUsage_electronic_other,1,
qf4d_description,,2008,partic_pollBookUsage_electronic_other_o,1,
qf4e,,2008,partic_pollBookUsage_electronic_infoNotAvailable,1,
qf5,,2008,partic_pollBookUsage_paper,1,
qf5_comments,,2008,partic_pollBookUsage_paper_c,1,
qf6,,2008,partic_pollBookUsage_paper_whoArranged,1,
qf6_comments,,2008,partic_pollBookUsage_paper_whoArranged_c,1,
qf7advcloc,,2008,partic_votingEquipment_DRE_useDisability_centralTally,1,
qf7advlocna,,2008,partic_votingEquipment_DRE_useDisability_unknownTally,1,
qf7advpolp,,2008,partic_votingEquipment_DRE_useDisability_precinctTally,1,
qf7advuse,,2008,partic_votingEquipment_DRE_useDisability,1,
qf7aevcloc,,2008,partic_votingEquipment_DRE_useEarly_centralTally,1,
qf7aevlocna,,2008,partic_votingEquipment_DRE_useEarly_unknownTally,1,
qf7aevpolp,,2008,partic_votingEquipment_DRE_useEarly_precinctTally,1,
qf7aevuse,,2008,partic_votingEquipment_DRE_useEarly,1,
qf7aipcloc,,2008,partic_votingEquipment_DRE_useElectionDay_centralTally,1,
qf7aiplocna,,2008,partic_votingEquipment_DRE_useElectionDay_unknownTally,1,
qf7aippolp,,2008,partic_votingEquipment_DRE_useElectionDay_precinctTally,1,
qf7aipuse,,2008,partic_votingEquipment_DRE_useElectionDay,1,
qf7amk,,2008,partic_votingEquipment_DRE_make1,1,
qf7amkna,,2008,,,
qf7amod,,2008,partic_votingEquipment_DRE_make1_model,1,
qf7amodna,,2008,,,
qf7ana,,2008,partic_votingEquipment_DRE_make1_na,1,
qf7anouse,,2008,partic_votingEquipment_DRE_make1_num,1,
qf7anousena,,2008,,,
qf7apvcloc,,2008,partic_votingEquipment_DRE_useProvisional_centralTally,1,
qf7apvlocna,,2008,partic_votingEquipment_DRE_useProvisional_unknownTally,1,
qf7apvpolp,,2008,partic_votingEquipment_DRE_useProvisional_precinctTally,1,
qf7apvuse,,2008,partic_votingEquipment_DRE_useProvisional,1,
qf7aven,,2008,partic_votingEquipment_DRE_vendor,1,
qf7avenna,,2008,,,
qf7aver,,2008,partic_votingEquipment_DRE_version,1,
qf7averna,,2008,,,
qf7bdvcloc,,2008,partic_votingEquipment_DRE_vvpat_useDisability_centralTally,1,
qf7bdvlocna,,2008,partic_votingEquipment_DRE_vvpat_useDisability_unknownTally,1,
qf7bdvpolp,,2008,partic_votingEquipment_DRE_vvpat_useDisability_precinctTally,1,
qf7bdvuse,,2008,partic_votingEquipment_DRE_vvpat_useDisability,1,
qf7bevcloc,,2008,partic_votingEquipment_DRE_vvpat_useEarly_centralTally,1,
qf7bevlocna,,2008,partic_votingEquipment_DRE_vvpat_useEarly_unknownTally,1,
qf7bevpolp,,2008,partic_votingEquipment_DRE_vvpat_useEarly_precinctTally,1,
qf7bevuse,,2008,partic_votingEquipment_DRE_vvpat_useEarly,1,
qf7bipcloc,,2008,partic_votingEquipment_DRE_vvpat_useElectionDay_centralTally,1,
qf7biplocna,,2008,partic_votingEquipment_DRE_vvpat_useElectionDay_unknownTally,1,
